title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
The Holiday,movie,"Comedy, Romance",2006,tt0457939,7.0,12.717272199375598,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Secret Window,movie,"Drama, Mystery, Thriller",2004,tt0363988,6.5,12.271036076380826,"AD, AT, AZ, BE, BY, CH, DE, EE, ES, IT, KR, LI, LT, LU, LV, MC, MD, MT, NL, PL, SM, UA"
What's Eating Gilbert Grape,movie,Drama,1993,tt0108550,7.7,12.463714237251951,KR
Bring It On,movie,"Comedy, Romance, Sport",2000,tt0204946,6.1,11.5952793459778,KR
Cape Fear,movie,"Crime, Thriller",1991,tt0101540,7.3,12.313693105588845,KR
The People vs. Larry Flynt,movie,"Biography, Drama",1996,tt0117318,7.3,11.535684502090744,"HR, KR"
Anatomy,movie,"Horror, Thriller",2000,tt0187696,6.0,9.564371824969498,"AD, AL, BA, HR, JP, KR, LB, PK, PT, RO, RS"
The Mummy Returns,movie,"Action, Adventure, Fantasy",2001,tt0209163,6.4,12.774350806544248,"AD, AE, AT, AZ, BH, BR, BY, CH, CY, DE, DZ, EG, ES, IL, IN, IQ, IT, JO, JP, KR, KW, LB, LI, LU, LY, MA, MC, MD, OM, PK, PS, PT, QA, SA, SM, TD, TN, TR, UA, YE"
Transformers,movie,"Action, Adventure, Sci-Fi",2007,tt0418279,7.1,13.441201034813732,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
The Amazing Spider-Man,movie,"Action, Adventure, Sci-Fi",2012,tt0948470,6.9,13.48714814762513,"AD, AE, AG, AL, AR, AT, AU, BA, BB, BE, BG, BH, BM, BO, BR, BS, BZ, CH, CL, CO, CR, CU, CY, CZ, DE, DO, DZ, EC, EG, ES, FJ, FR, GF, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, JM, JO, JP, KR, KW, LB, LC, LI, LU, LY, MA, MC, ME, MK, MT, MU, MX, MY, NI, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SG, SI, SK, SV, TC, TH, TN, TR, TT, TW, UY, VE, YE"
The Others,movie,"Horror, Mystery, Thriller",2001,tt0230600,7.6,12.907535157693832,"ES, KR"
The Butterfly Effect,movie,"Drama, Sci-Fi, Thriller",2004,tt0289879,7.6,13.18521610338739,"KR, US"
Alexander,movie,"Action, Biography, Drama",2004,tt0346491,5.6,12.093223045443517,KR
The Constant Gardener,movie,"Drama, Mystery, Romance",2005,tt0387131,7.3,11.923749521562888,"AD, AG, AR, AT, AU, BB, BE, BM, BO, BS, BZ, CH, CL, CO, CR, CU, DE, DO, EC, ES, GT, HN, JM, KR, LC, LU, MX, NI, NL, NZ, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Paranoid Park,movie,"Crime, Drama, Mystery",2007,tt0842929,6.6,10.380839119444403,KR
Secret Sunshine,movie,Drama,2007,tt0817225,7.5,9.205126804923296,KR
Mr. Deeds,movie,"Comedy, Romance",2002,tt0280590,5.8,11.956841759452645,"CA, DK, FI, IS, KR, NO, SE"
Rush Hour,movie,"Action, Comedy, Crime",1998,tt0120812,7.0,12.624786269856633,"AD, CA, ES, GB, GG, IE, IN, KR, PT"
Kiss of the Dragon,movie,"Action, Crime, Thriller",2001,tt0271027,6.6,11.119616174632077,"AT, CH, DE, KR, LI, TW"
The Glass House,movie,"Crime, Drama, Mystery",2001,tt0221218,5.8,10.614450092966075,"AE, AZ, BH, BY, DZ, EG, IQ, IS, JO, KR, KW, LB, LY, MA, MD, MT, OM, PS, QA, SA, TN, TR, UA, YE"
Joint Security Area,movie,"Action, Drama, Thriller",2000,tt0260991,7.7,10.474551841293858,KR
The Bourne Identity,movie,"Action, Mystery, Thriller",2002,tt0258463,7.8,13.283522582896262,"AE, BH, CA, DK, DZ, EG, FI, IL, IQ, IS, JO, JP, KR, KW, LB, LY, MA, NO, OM, PS, QA, SA, SE, TD, TN, YE"
The Bourne Supremacy,movie,"Action, Thriller",2004,tt0372183,7.7,13.112026131709266,"AE, BH, CA, DK, DZ, EG, FI, FJ, HK, ID, IL, IQ, IS, JO, JP, KR, KW, LB, LY, MA, MY, NO, OM, PH, PS, QA, SA, SE, SG, TD, TH, TN, TW, YE"
The Bourne Ultimatum,movie,"Action, Mystery, Thriller",2007,tt0440963,8.0,13.409393237211676,"AE, BH, CA, DK, DZ, EG, FI, FJ, HK, ID, IL, IQ, IS, JO, JP, KR, KW, LB, LY, MA, MY, NO, OM, PH, PS, QA, SA, SE, SG, TD, TH, TN, TW, YE"
Nobody Knows,movie,Drama,2004,tt0408664,8.0,10.39347761571398,KR
Spanglish,movie,"Comedy, Drama, Romance",2004,tt0371246,6.4,11.403936150958323,"BE, KR, LU, NL"
Two Weeks Notice,movie,"Comedy, Romance",2002,tt0313737,6.2,11.765076210107349,"AD, AE, AL, AO, AT, AZ, BA, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CO, CR, CU, CV, CZ, DE, DO, DZ, EC, EE, EG, ES, GF, GG, GH, GT, HK, HN, HR, HU, ID, IE, IL, IQ, IS, JM, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NG, NL, NO, PA, PE, PF, PK, PL, PT, PY, QA, RS, SA, SC, SE, SI, SK, SN, SV, TC, TH, TR, TW, TZ, UY, VE, ZA, ZM, ZW"
The Game,movie,"Drama, Mystery, Thriller",1997,tt0119174,7.7,13.000999939751571,"AD, AE, AG, AL, AO, AT, AZ, BA, BG, BH, BM, BO, BS, BY, BZ, CA, CH, CI, CR, CU, CV, CY, CZ, DO, DZ, EC, EE, EG, ES, FJ, FR, GF, GG, GH, GI, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, JM, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MY, MZ, NG, NZ, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SG, SI, SK, SN, SV, TC, TH, TW, TZ, UA, UY, VE, ZM, ZW"
Addams Family Values,movie,"Comedy, Fantasy",1993,tt0106220,6.8,11.651425742215334,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Hunting and Gathering,movie,"Drama, Romance",2007,tt0792965,6.7,9.44572864970683,KR
The Addams Family,movie,"Comedy, Fantasy",1991,tt0101272,6.9,12.144686483815825,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Ace Ventura: Pet Detective,movie,Comedy,1994,tt0109040,6.9,12.717617010939495,"AD, AE, AL, BA, BE, BG, BH, CA, CH, CY, CZ, DZ, EG, FJ, FR, GB, GF, GG, GI, GR, HK, HR, HU, ID, IE, IL, IN, IQ, IT, JO, JP, KR, KW, LB, LU, LY, MA, MC, ME, MK, MT, MU, MY, OM, PF, PH, PK, PL, PS, QA, RO, RS, SA, SG, SI, SK, SM, TH, TN, TR, TW, YE"
Battle Royale,movie,"Adventure, Drama, Thriller",2000,tt0266308,7.5,12.195072363671308,"JP, KR"
88 Minutes,movie,"Crime, Drama, Mystery",2007,tt0411061,5.9,11.2772664205856,KR
Girl with a Pearl Earring,movie,"Biography, Drama, Romance",2003,tt0335119,6.9,11.333870566832354,KR
Corpse Bride,movie,"Animation, Comedy, Drama",2005,tt0121164,7.4,12.640785827997323,"AT, BA, BG, CH, CZ, DE, FJ, HK, HR, HU, ID, JP, KR, LI, LU, MD, ME, MK, MY, PH, PK, PL, RO, RS, SG, SI, SK, TH, TW"
What Women Want,movie,"Comedy, Fantasy, Romance",2000,tt0207201,6.5,12.335090115718435,KR
Scream,movie,"Horror, Mystery",1996,tt0117571,7.4,12.91860324788489,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FR, GB, GF, GH, GI, GQ, GR, GT, HN, HR, HU, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TD, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Scream 2,movie,"Horror, Mystery",1997,tt0120082,6.3,12.293171935322027,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FR, GF, GH, GI, GQ, GR, GT, HN, HR, HU, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TD, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Scream 3,movie,"Horror, Mystery",2000,tt0134084,5.7,12.045387328055574,"AE, AL, AU, AZ, BA, BG, BH, BY, CA, CH, CZ, DK, DZ, EG, ES, FI, GI, GR, HR, HU, IL, IN, IQ, IS, IT, JO, KR, KW, LB, LI, LT, LV, LY, MA, MD, ME, MK, MT, NO, NZ, OM, PK, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, SM, TN, TR, UA, YE"
The Kingdom,movie,"Action, Drama, Thriller",2007,tt0431197,7.0,11.804213528015994,"AD, AL, AO, AZ, BA, BE, BG, BR, BY, CH, CI, CM, CV, CY, CZ, EE, FJ, FR, GF, GH, GQ, GR, HK, HR, HU, ID, IN, IT, KE, KR, LT, LU, LV, MC, MD, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, PF, PH, PK, PL, RO, RS, SC, SG, SI, SK, SM, SN, TH, TR, TW, TZ, UA, UG, ZA, ZM, ZW"
Legends of the Fall,movie,"Drama, Romance, War",1994,tt0110322,7.5,12.144027014558292,"AD, AE, AO, AT, BE, BH, BR, CH, CI, CM, CV, CY, DE, DZ, EG, ES, FR, GB, GF, GG, GH, GI, GQ, GR, IE, IQ, JO, JP, KE, KR, KW, LB, LI, LU, LY, MA, MC, MG, ML, MU, MZ, NE, NG, OM, PF, PS, QA, SA, SC, SN, TD, TN, TZ, UG, US, YE, ZA, ZM, ZW"
Lady Vengeance,movie,"Crime, Drama, Thriller",2005,tt0451094,7.5,11.383989212783696,KR
A Tale of Two Sisters,movie,"Drama, Horror, Mystery",2003,tt0365376,7.1,11.156579038492296,KR
Sex and the City,movie,"Comedy, Drama, Romance",2008,tt1000774,5.7,11.769271657112157,"AD, BE, ES, GB, GG, IE, JP, KR, PT"
"Lust, Caution",movie,"Drama, History, Romance",2007,tt0808357,7.5,10.744106012454282,"KR, TW"
Best Seller,movie,"Action, Crime, Drama",1987,tt0092641,6.4,8.775703886567738,KR
Sympathy for Mr. Vengeance,movie,"Crime, Drama, Thriller",2002,tt0310775,7.5,11.248074110256228,KR
Howl's Moving Castle,movie,"Adventure, Animation, Family",2004,tt0347149,8.2,13.058065893881524,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
American Gangster,movie,"Biography, Crime, Drama",2007,tt0765429,7.8,13.048223712440702,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HN, HR, HU, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TD, TN, TR, TT, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
Rush Hour 3,movie,"Action, Comedy, Crime",2007,tt0293564,6.2,12.143388404152784,"AD, CA, ES, FJ, GB, GG, HK, ID, IE, IN, KR, MY, PH, PK, PT, SG, TH, TW"
Rush Hour 2,movie,"Action, Comedy, Crime",2001,tt0266915,6.7,12.410147540125887,"AD, CA, ES, GB, GG, IE, IN, KR, PT"
Pumping Iron,movie,"Documentary, Sport",1977,tt0076578,7.3,10.151284691288994,"AD, AE, AL, AO, AR, AT, AU, AZ, BE, BG, BH, BO, BR, BY, BZ, CH, CI, CL, CM, CO, CR, CZ, DE, DK, EC, EE, EG, ES, FI, FJ, FR, GF, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JO, JP, KE, KR, KW, LB, LI, LT, LU, LV, LY, MC, MD, ME, MK, MT, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TH, TR, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Ardor,movie,"Drama, Romance",2002,tt0341470,5.6,6.111467339502679,KR
The Polar Express,movie,"Adventure, Animation, Comedy",2004,tt0338348,6.6,12.425071619938826,"AD, AU, BA, BG, CZ, ES, HU, KR, MD, ME, MK, NZ, PL, PT, RO, RS, SI, SK"
Chaos,movie,"Action, Crime, Drama",2005,tt0402910,6.4,10.980467541077124,"AE, BH, DZ, EG, IQ, JO, KR, KW, LB, LY, MA, OM, PS, QA, SA, TD, TN, YE"
"I'm a Cyborg, But That's OK",movie,"Comedy, Drama, Romance",2006,tt0497137,6.9,10.175383172056032,"KR, TW"
The Mist,movie,"Horror, Sci-Fi, Thriller",2007,tt0884328,7.1,12.769708911928403,"AE, AL, AO, AR, AU, AZ, BG, BH, BO, BR, BY, BZ, CA, CI, CL, CM, CO, CR, CZ, EC, EE, EG, FJ, GH, GQ, GR, GT, HN, HR, HU, ID, IQ, JO, KE, KR, KW, LB, LT, LV, LY, MD, ME, MK, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PH, PL, PY, QA, RO, RS, SA, SC, SG, SI, SK, SN, SV, TH, TR, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
In the Realm of the Senses,movie,"Drama, Romance",1976,tt0074102,6.6,10.067942107501658,KR
The Umbrellas of Cherbourg,movie,"Drama, Musical, Romance",1964,tt0058450,7.8,10.38368900675831,KR
The Family Man,movie,"Comedy, Drama, Fantasy",2000,tt0218967,6.8,11.716625204606235,"AE, BH, DZ, EG, IQ, JO, KR, KW, LB, LY, MA, OM, PS, QA, SA, TD, TN, US, YE"
Blue Thunder,movie,"Action, Crime, Drama",1983,tt0085255,6.4,10.08255381660941,"BE, BR, CH, FJ, FR, GF, HK, ID, IN, KR, LU, MA, MC, MU, MY, PF, PH, PK, SG, TH, TN, TW"
Failure to Launch,movie,"Comedy, Romance",2006,tt0427229,5.7,11.402943174233998,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
The Punisher,movie,"Action, Crime, Drama",2004,tt0330793,6.4,12.064595483005599,"AD, AL, AO, AT, AU, BA, BE, BG, CH, CI, CM, CV, CY, CZ, DE, DZ, ES, FR, GB, GF, GG, GH, GI, GQ, GR, HR, HU, IE, IL, KE, KR, LI, LU, MA, MC, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NZ, PF, PT, RO, RS, SC, SI, SK, SN, TD, TN, TZ, UG, ZA, ZM, ZW"
Maid in Manhattan,movie,"Comedy, Drama, Romance",2002,tt0252076,5.4,11.493406197523854,"AE, AG, AL, AO, AR, AT, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, EC, EE, EG, FI, GB, GF, GG, GH, GI, GR, GT, HK, HN, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MC, MD, ME, MG, MK, ML, MT, MX, MY, MZ, NG, NI, NL, NO, NZ, PA, PE, PK, PS, PY, QA, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TT, TW, TZ, UA, US, UY, VE, ZA, ZM, ZW"
Fearless,movie,"Action, Biography, Drama",2006,tt0446059,7.6,11.28322295060864,"HK, KR, TW"
Before the Devil Knows You're Dead,movie,"Crime, Drama, Thriller",2007,tt0292963,7.3,11.647124134915712,KR
21,movie,"Crime, Drama, Thriller",2008,tt0478087,6.8,12.507635433555647,"AE, AO, BH, BR, CI, CM, CV, DZ, EE, EG, FJ, GH, GQ, HK, ID, IN, IQ, JO, JP, KE, KR, KW, LB, LT, LV, LY, MA, MG, ML, MY, MZ, NE, NG, OM, PH, PK, PS, QA, SA, SC, SG, SN, TD, TH, TN, TR, TW, TZ, UG, YE, ZA, ZM, ZW"
Howards End,movie,"Drama, Romance",1992,tt0104454,7.4,10.511920715155128,KR
REC,movie,"Horror, Mystery, Thriller",2007,tt1038988,7.4,12.223072328638098,"ES, KR"
Superbad,movie,Comedy,2007,tt0829482,7.6,13.38622190951303,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, ES, FI, GB, GF, GG, GH, GI, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, KE, KR, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NG, NI, NL, NO, PA, PE, PF, PK, PL, PS, PT, PY, QA, RS, SA, SC, SE, SG, SI, SK, SN, SV, TC, TH, TT, TW, TZ, US, UY, VE, ZA, ZM, ZW"
Robin Hood: Prince of Thieves,movie,"Action, Adventure, Drama",1991,tt0102798,6.9,12.267868346072047,"AZ, BE, BY, CH, DK, FI, FJ, GB, GG, GI, HK, ID, IE, IS, IT, KR, LU, MC, MD, MT, MY, NL, NO, PH, PS, SE, SG, SM, TH, TW, UA"
Transformers: Revenge of the Fallen,movie,"Action, Adventure, Sci-Fi",2009,tt1055369,6.0,12.98519337305376,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
My Neighbor Totoro,movie,"Animation, Comedy, Family",1988,tt0096283,8.1,12.888222071880577,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Hitch,movie,"Comedy, Romance",2005,tt0386588,6.6,12.735326423024407,"AD, AL, BA, BG, CH, CZ, DZ, FR, GF, HR, HU, IN, KR, MA, MC, ME, MK, MU, PF, PK, PL, RO, RS, SI, SK, TN"
The Isle,movie,"Drama, Thriller",2000,tt0255589,6.9,9.618933914758879,KR
K-19: The Widowmaker,movie,"Drama, History, Thriller",2002,tt0267626,6.7,11.138406545752078,KR
Taken,movie,"Action, Crime, Thriller",2008,tt0936501,7.7,13.379535725631534,"AD, AU, BE, CA, DK, ES, FI, IT, KR, MT, NL, NO, NZ, SE, SM, TW"
Anchorman: The Legend of Ron Burgundy,movie,Comedy,2004,tt0357413,7.1,12.863382781866932,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
The Karate Kid Part II,movie,"Action, Family, Sport",1986,tt0091326,6.1,11.531472402256806,"AD, AE, AG, AL, AO, AT, AU, AZ, BA, BE, BG, BH, BM, BO, BS, BY, BZ, CH, CI, CL, CR, CU, CV, CZ, DE, DO, DZ, EC, EG, FR, GF, GG, GH, GI, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IT, JM, JP, KE, KR, KW, LB, LC, LI, LU, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NG, NZ, PA, PE, PF, PK, PL, PS, PT, PY, QA, RS, SA, SC, SG, SI, SK, SM, SN, SV, TC, TH, TW, TZ, US, UY, VE, ZA, ZM, ZW"
How the Grinch Stole Christmas,movie,"Comedy, Family, Fantasy",2000,tt0170016,6.3,12.609649304974406,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Hancock,movie,"Action, Comedy, Drama",2008,tt0448157,6.4,13.165143134256668,"AD, AG, AL, AO, AR, BA, BB, BE, BG, BM, BO, BR, BS, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CZ, DO, DZ, EC, FR, GB, GF, GG, GH, GI, GQ, GT, HN, HR, HU, IE, IN, JM, JP, KE, KR, LC, LU, MA, MC, ME, MG, MK, ML, MU, MX, MZ, NE, NG, NI, PA, PE, PF, PK, PY, RO, RS, SC, SI, SK, SN, SV, TC, TT, TZ, UG, UY, VE, ZA, ZM, ZW"
